Inactivity_Duration_normalized,Movement_Activity,Movement_Lying,Movement_No Movement,Movement_Sitting,Movement_Walking,Location_Bathroom,Location_Bedroom,Location_Kitchen,Location_Living Room,Hour,Day,Is_Night,Fall_Detected,Alert_Triggered,Risk_Score
0.0,Walking,False,False,False,True,False,True,False,False,15,4,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,22,12,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,5,26,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,2,2,True,0,0,0.0
0.14190317195325544,No Movement,False,True,False,False,False,False,True,False,5,7,True,1,1,5.283806343906511
0.0,Lying,True,False,False,False,False,False,False,True,19,17,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,12,13,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,0,13,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,23,10,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,2,22,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,18,19,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,4,27,True,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,17,28,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,8,28,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,12,4,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,6,12,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,13,5,False,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,8,13,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,8,6,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,15,21,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,9,18,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,4,1,True,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,18,1,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,4,2,True,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,14,12,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,17,17,False,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,10,21,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,17,25,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,1,9,True,0,0,0.0
0.0,No Movement,False,True,False,False,True,False,False,False,6,9,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,20,29,False,0,0,0.0
0.6010016694490818,No Movement,False,True,False,False,True,False,False,False,16,10,False,1,1,6.202003338898164
0.0,No Movement,False,True,False,False,False,False,True,False,12,20,False,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,14,28,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,6,7,False,0,0,0.0
0.32220367278797996,No Movement,False,True,False,False,False,False,True,False,19,22,False,1,0,5.64440734557596
0.0,Lying,True,False,False,False,False,False,True,False,4,4,True,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,23,17,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,3,16,True,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,5,6,True,0,0,0.0
0.6928213689482471,No Movement,False,True,False,False,False,True,False,False,11,5,False,1,1,6.385642737896494
0.0,No Movement,False,True,False,False,False,True,False,False,3,17,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,9,10,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,3,17,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,9,29,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,5,14,True,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,0,11,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,16,15,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,20,12,False,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,9,29,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,4,29,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,11,11,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,True,False,6,27,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,7,5,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,5,14,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,11,30,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,10,12,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,10,17,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,19,21,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,10,7,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,15,24,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,0,18,True,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,8,8,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,3,26,True,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,22,28,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,6,23,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,10,18,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,0,2,True,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,7,23,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,2,16,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,7,7,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,5,20,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,21,5,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,22,18,True,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,13,1,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,True,False,20,13,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,4,12,True,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,2,3,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,7,30,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,19,3,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,2,28,True,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,3,27,True,0,0,0.0
0.0,Lying,True,False,False,False,False,False,True,False,19,22,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,10,23,False,0,0,0.0
0.0,No Movement,False,True,False,False,True,False,False,False,17,25,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,20,3,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,True,False,10,21,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,23,29,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,17,21,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,21,17,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,11,30,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,0,27,True,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,19,29,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,13,25,False,0,0,0.0
0.17028380634390652,No Movement,False,True,False,False,False,False,False,True,5,19,True,1,1,5.340567612687813
0.0,Walking,False,False,False,True,False,True,False,False,21,15,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,2,19,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,12,27,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,23,4,True,0,0,0.0
0.0,No Movement,False,True,False,False,True,False,False,False,5,24,True,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,14,25,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,11,3,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,True,False,15,8,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,3,18,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,7,8,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,8,30,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,21,29,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,11,13,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,True,False,21,25,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,15,25,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,21,25,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,22,16,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,22,22,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,4,23,True,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,5,30,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,16,28,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,4,3,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,3,1,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,5,5,True,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,18,26,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,12,19,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,21,30,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,4,2,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,9,13,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,10,5,False,0,0,0.0
0.8196994991652755,No Movement,False,True,False,False,False,False,True,False,14,8,False,1,0,6.639398998330551
0.0,No Movement,False,True,False,False,False,False,True,False,21,17,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,18,22,False,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,7,16,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,10,17,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,20,4,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,10,23,False,0,0,0.0
0.0,Walking,False,False,False,True,False,True,False,False,6,20,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,18,25,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,16,14,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,2,4,True,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,16,29,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,17,29,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,9,25,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,1,16,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,3,2,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,20,6,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,5,29,True,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,0,12,True,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,8,3,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,17,22,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,14,21,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,21,8,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,1,13,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,10,26,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,12,14,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,9,14,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,2,15,True,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,20,25,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,12,5,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,0,23,True,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,20,28,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,False,True,9,12,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,15,16,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,18,1,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,True,False,0,23,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,11,12,False,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,13,12,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,10,13,False,0,0,0.0
0.0,Walking,False,False,False,True,False,False,True,False,11,9,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,22,18,True,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,1,5,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,1,27,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,17,22,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,11,16,False,0,0,0.0
0.0,Lying,True,False,False,False,False,False,False,True,10,14,False,0,0,0.0
0.7896494156928214,No Movement,False,True,False,False,False,True,False,False,3,27,True,1,1,6.579298831385643
0.0,Walking,False,False,False,True,False,True,False,False,0,4,True,0,0,0.0
0.0,No Movement,False,True,False,False,True,False,False,False,10,13,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,2,15,True,0,0,0.0
0.0,Sitting,False,False,True,False,False,False,True,False,20,3,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,3,26,True,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,21,10,False,0,0,0.0
0.0,Sitting,False,False,True,False,False,True,False,False,9,11,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,8,1,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,20,9,False,0,0,0.0
0.0,Lying,True,False,False,False,False,True,False,False,10,13,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,0,28,True,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,3,5,True,0,0,0.0
0.0,Sitting,False,False,True,False,True,False,False,False,14,6,False,0,0,0.0
0.0,Walking,False,False,False,True,True,False,False,False,23,11,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,22,29,True,0,0,0.0
0.0,Walking,False,False,False,True,False,False,False,True,7,27,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,False,False,True,21,12,False,0,0,0.0
0.0,Lying,True,False,False,False,True,False,False,False,10,4,False,0,0,0.0
0.0,No Movement,False,True,False,False,False,True,False,False,13,18,False,0,0,0.0
0.5859766277128547,No Movement,False,True,False,False,False,False,True,False,15,9,False,1,0,6.171953255425709
