Inactivity_Duration_normalized,Movement_Activity,Movement_Lying,Movement_No Movement,Movement_Sitting,Movement_Walking,Location_Bathroom,Location_Bedroom,Location_Kitchen,Location_Living Room,Hour,Day,Is_Night,Fall_Detected,Alert_Triggered,Risk_Score,Predicted_Risk
0.0,0,True,False,False,False,False,True,False,False,6,18,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,3,1,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,5,15,1,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,3,27,1,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,7,21,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,0,27,1,0,0,0.0,1
0.0,0,False,True,False,False,False,False,True,False,9,26,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,0,29,1,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,16,18,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,21,30,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,23,20,1,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,23,8,1,0,0,0.0,1
0.0,0,True,False,False,False,True,False,False,False,13,12,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,16,30,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,3,20,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,2,21,1,0,0,0.0,0
0.4774624373956594,0,False,True,False,False,False,True,False,False,19,9,0,1,1,5.954924874791319,0
0.0,0,False,False,True,False,False,True,False,False,4,27,1,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,3,4,1,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,2,17,1,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,1,10,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,11,5,0,0,0,0.0,0
0.0,0,False,True,False,False,True,False,False,False,9,20,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,4,15,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,15,21,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,11,18,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,7,13,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,17,12,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,8,21,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,11,1,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,8,11,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,0,9,1,0,0,0.0,1
0.0,0,False,True,False,False,True,False,False,False,15,19,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,15,3,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,13,15,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,22,29,1,0,0,0.0,1
0.0,0,False,True,False,False,False,False,False,True,9,20,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,8,10,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,5,19,1,0,0,0.0,0
0.1185308848080133,0,False,True,False,False,False,False,False,True,21,18,0,1,1,5.237061769616027,0
0.0,0,False,False,False,True,False,False,False,True,22,19,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,17,17,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,5,15,1,0,0,0.0,0
0.0,0,False,True,False,False,True,False,False,False,23,4,1,0,0,0.0,1
0.0,0,False,False,True,False,False,True,False,False,17,12,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,15,4,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,22,12,1,0,0,0.0,1
0.0,0,False,False,True,False,False,False,False,True,5,26,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,2,2,1,0,0,0.0,0
0.1419031719532554,0,False,True,False,False,False,False,True,False,5,7,1,1,1,5.283806343906511,0
0.0,0,True,False,False,False,False,False,False,True,19,17,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,12,13,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,0,13,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,23,10,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,2,22,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,18,19,0,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,4,27,1,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,17,28,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,8,28,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,12,4,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,6,12,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,13,5,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,8,13,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,8,6,0,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,15,21,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,9,18,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,4,1,1,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,18,1,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,4,2,1,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,14,12,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,17,17,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,10,21,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,17,25,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,1,9,1,0,0,0.0,0
0.0,0,False,True,False,False,True,False,False,False,6,9,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,20,29,0,0,0,0.0,0
0.6010016694490818,0,False,True,False,False,True,False,False,False,16,10,0,1,1,6.202003338898164,1
0.0,0,False,True,False,False,False,False,True,False,12,20,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,14,28,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,6,7,0,0,0,0.0,0
0.3222036727879799,0,False,True,False,False,False,False,True,False,19,22,0,1,0,5.64440734557596,0
0.0,0,True,False,False,False,False,False,True,False,4,4,1,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,23,17,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,3,16,1,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,5,6,1,0,0,0.0,0
0.6928213689482471,0,False,True,False,False,False,True,False,False,11,5,0,1,1,6.385642737896494,1
0.0,0,False,True,False,False,False,True,False,False,3,17,1,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,9,10,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,3,17,1,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,9,29,0,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,5,14,1,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,0,11,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,16,15,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,20,12,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,9,29,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,4,29,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,11,11,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,True,False,6,27,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,7,5,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,5,14,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,11,30,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,10,12,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,10,17,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,19,21,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,10,7,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,15,24,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,0,18,1,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,8,8,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,3,26,1,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,22,28,1,0,0,0.0,1
0.0,0,False,True,False,False,False,False,True,False,6,23,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,10,18,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,0,2,1,0,0,0.0,1
0.0,0,False,False,False,True,False,True,False,False,7,23,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,2,16,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,7,7,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,5,20,1,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,21,5,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,22,18,1,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,13,1,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,True,False,20,13,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,4,12,1,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,2,3,1,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,7,30,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,19,3,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,2,28,1,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,3,27,1,0,0,0.0,0
0.0,0,True,False,False,False,False,False,True,False,19,22,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,10,23,0,0,0,0.0,0
0.0,0,False,True,False,False,True,False,False,False,17,25,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,20,3,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,True,False,10,21,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,23,29,1,0,0,0.0,1
0.0,0,False,True,False,False,False,True,False,False,17,21,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,21,17,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,11,30,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,0,27,1,0,0,0.0,1
0.0,0,False,False,False,True,False,True,False,False,19,29,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,13,25,0,0,0,0.0,0
0.1702838063439065,0,False,True,False,False,False,False,False,True,5,19,1,1,1,5.340567612687813,0
0.0,0,False,False,False,True,False,True,False,False,21,15,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,2,19,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,12,27,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,23,4,1,0,0,0.0,1
0.0,0,False,True,False,False,True,False,False,False,5,24,1,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,14,25,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,11,3,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,True,False,15,8,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,3,18,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,7,8,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,8,30,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,21,29,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,11,13,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,True,False,21,25,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,15,25,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,21,25,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,22,16,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,22,22,1,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,4,23,1,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,5,30,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,16,28,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,4,3,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,3,1,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,5,5,1,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,18,26,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,12,19,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,21,30,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,4,2,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,9,13,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,10,5,0,0,0,0.0,0
0.8196994991652755,0,False,True,False,False,False,False,True,False,14,8,0,1,0,6.639398998330551,1
0.0,0,False,True,False,False,False,False,True,False,21,17,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,18,22,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,7,16,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,10,17,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,20,4,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,10,23,0,0,0,0.0,0
0.0,0,False,False,False,True,False,True,False,False,6,20,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,18,25,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,16,14,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,2,4,1,0,0,0.0,1
0.0,0,False,False,False,True,True,False,False,False,16,29,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,17,29,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,9,25,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,1,16,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,3,2,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,20,6,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,5,29,1,0,0,0.0,1
0.0,0,True,False,False,False,False,False,False,True,0,12,1,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,8,3,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,17,22,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,14,21,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,21,8,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,1,13,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,10,26,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,12,14,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,9,14,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,2,15,1,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,20,25,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,False,True,12,5,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,0,23,1,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,20,28,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,False,True,9,12,0,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,15,16,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,18,1,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,True,False,0,23,1,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,11,12,0,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,13,12,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,10,13,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,11,9,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,22,18,1,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,1,5,1,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,1,27,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,17,22,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,11,16,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,10,14,0,0,0,0.0,0
0.7896494156928214,0,False,True,False,False,False,True,False,False,3,27,1,1,1,6.579298831385643,1
0.0,0,False,False,False,True,False,True,False,False,0,4,1,0,0,0.0,1
0.0,0,False,True,False,False,True,False,False,False,10,13,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,2,15,1,0,0,0.0,0
0.0,0,False,False,True,False,False,False,True,False,20,3,0,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,3,26,1,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,21,10,0,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,9,11,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,8,1,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,20,9,0,0,0,0.0,0
0.0,0,True,False,False,False,False,True,False,False,10,13,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,0,28,1,0,0,0.0,1
0.0,0,False,False,False,True,True,False,False,False,3,5,1,0,0,0.0,0
0.0,0,False,False,True,False,True,False,False,False,14,6,0,0,0,0.0,0
0.0,0,False,False,False,True,True,False,False,False,23,11,1,0,0,0.0,1
0.0,0,False,False,False,True,False,False,False,True,22,29,1,0,0,0.0,1
0.0,0,False,False,False,True,False,False,False,True,7,27,0,0,0,0.0,0
0.0,0,False,True,False,False,False,False,False,True,21,12,0,0,0,0.0,0
0.0,0,True,False,False,False,True,False,False,False,10,4,0,0,0,0.0,0
0.0,0,False,True,False,False,False,True,False,False,13,18,0,0,0,0.0,0
0.5859766277128547,0,False,True,False,False,False,False,True,False,15,9,0,1,0,6.171953255425709,1
0.0,0,False,False,False,True,False,True,False,False,23,9,1,0,0,0.0,0
0.0,0,False,False,True,False,False,True,False,False,19,18,0,0,0,0.0,0
0.0,0,False,False,False,True,False,False,True,False,8,28,0,0,0,0.0,0
0.0,0,True,False,False,False,False,False,False,True,17,8,0,0,0,0.0,0
